id,latitude,longitude,tipo_POI
84,-22.748658438461984,-47.080176838279044,faculdades
85,-23.037584121416163,-47.10913953592763,faculdades
86,-22.85241357438946,-46.8681700292246,faculdades
87,-22.81717974494076,-46.900094309023835,faculdades
88,-22.967584728809847,-47.17020686236315,faculdades
89,-22.812019341143408,-46.89864727069694,faculdades
90,-22.7323773860614,-47.06873662830362,faculdades
91,-22.77623114855615,-47.06167086886224,faculdades
92,-22.811934245949203,-46.92120918038144,faculdades
93,-22.89347795877788,-46.89018082588392,faculdades
94,-22.745623245246975,-46.99934895073398,faculdades
95,-22.851452665042366,-47.05327830411176,faculdades
96,-22.9638743077817,-47.104959145227745,faculdades
97,-22.83794677264259,-46.92214473691437,faculdades
98,-22.798419478700794,-46.90607556367015,faculdades
99,-22.944716897802735,-47.196255264055985,faculdades
100,-22.93696293886319,-47.08684743980373,faculdades
101,-22.803210845591877,-47.00583538204301,faculdades
102,-22.81353650725377,-46.995064162868985,faculdades
103,-22.88602513304224,-46.81833937734483,faculdades
104,-22.739416505146288,-47.02106872533408,faculdades
105,-22.852262254803055,-46.94657658866893,faculdades
106,-22.86722994016013,-46.85795044110279,faculdades
107,-23.046130376887877,-47.12554042832267,faculdades
108,-22.969129622059484,-47.16559815977868,faculdades
109,-22.90727358939392,-47.09430736861847,faculdades
110,-22.829433387866455,-47.01546036766129,faculdades
111,-22.745891241249858,-46.93364534366177,faculdades
112,-22.857568647375917,-47.06630950412641,faculdades
113,-22.863970961925155,-47.08242551951535,faculdades
114,-22.782898913684807,-47.04454223447361,faculdades
115,-22.923501047941436,-47.12880059974034,faculdades
116,-22.911640716186405,-47.19103786347323,faculdades
117,-22.856003949100316,-47.092231828939546,faculdades
118,-22.888479693566698,-46.91353973461897,faculdades
119,-22.888527566903033,-46.87908190381337,faculdades
120,-22.877988997732015,-47.004742179453885,faculdades
121,-22.770175311892107,-47.07267794447692,faculdades
122,-22.810517900996118,-46.979125647761926,faculdades
123,-22.827468634728724,-47.15487936899523,faculdades
124,-22.93099594404212,-47.05801169207748,faculdades
125,-22.761043811104617,-47.09650642311817,faculdades
126,-22.890577296289166,-46.908649285702275,faculdades
127,-22.897839046528983,-47.13534270906231,faculdades
128,-22.897672452086663,-47.104921580095954,faculdades
129,-22.850933546633982,-47.143151625456895,faculdades
130,-23.01870792631346,-47.18122502182923,faculdades
131,-23.000835328120242,-47.09762312390269,faculdades
132,-22.763490694755095,-47.04226908969141,faculdades
133,-23.005132985919342,-47.126564221217585,faculdades
134,-23.002452001775378,-47.208493437126045,faculdades
135,-22.99271689028608,-47.089596833827805,faculdades
136,-22.89408719985011,-46.9488865715578,faculdades
137,-23.0409408003,-47.12730318084208,faculdades
138,-22.79356499717564,-46.923920130214626,faculdades
139,-22.999958555928895,-47.156439031326656,faculdades
140,-22.938224078728002,-47.037712279380976,faculdades
141,-22.85596194165696,-47.08759322368241,faculdades
142,-22.907659926051856,-46.924260446188505,faculdades
143,-23.049039691362168,-47.13784839566483,faculdades
144,-22.891344879961697,-47.017178826218284,faculdades
145,-22.884393002702424,-47.14214852790096,faculdades
146,-22.971831366006793,-47.08398166774831,faculdades
147,-23.054554762487097,-47.10780048093967,faculdades
148,-22.991018981747057,-47.105462743775824,faculdades
149,-22.864149661129744,-46.95375885098825,faculdades
150,-22.799218853393572,-47.031706679042564,faculdades
151,-22.86639105796298,-46.92513694401459,faculdades
152,-22.917910269514607,-47.191719189148486,faculdades
153,-22.967006618188268,-47.09010922186888,faculdades
154,-22.84677819247022,-47.00049645774079,faculdades
155,-22.860105199704645,-47.14441098600716,faculdades
156,-23.02742718279975,-47.18081235265411,faculdades
157,-22.979561992258855,-47.17743736233544,faculdades
158,-22.99927929648142,-47.12375763975731,faculdades
159,-23.024022118928244,-47.075105891790365,faculdades
160,-22.75267184320917,-47.006543563745645,faculdades
161,-22.87144679121185,-47.12596502751147,faculdades
162,-22.953758987639414,-47.06320583029431,faculdades
163,-22.892695116970433,-47.1421747483229,faculdades
164,-22.9494679629089,-47.18877042203843,faculdades
165,-22.80882785550614,-46.989770144796836,faculdades
166,-22.904658219568198,-47.06907177127987,faculdades
167,-22.87049715026839,-46.88354870210293,faculdades
168,-22.99427938208105,-47.17615395103294,faculdades
169,-22.840377372294665,-47.021082713047,faculdades
170,-22.930929192737636,-46.89443418165648,faculdades
171,-22.91542850077492,-47.08412824964153,faculdades
172,-22.907611763966294,-47.11673228449493,faculdades
173,-22.813017103741693,-47.029860805648966,faculdades
174,-22.933769023910127,-47.01224317965369,faculdades
175,-22.760275772791882,-46.97743067644917,faculdades
176,-22.85282351738433,-47.10226636612912,faculdades
177,-22.85535838337534,-47.016597386241,faculdades
178,-22.764452089298533,-46.9065160560067,faculdades
179,-23.010863247745014,-47.11226916653852,faculdades
180,-23.01889290511039,-47.0753510948382,faculdades
181,-22.822171097657765,-46.97013482458364,faculdades
182,-22.830832164299128,-47.01260060975799,faculdades
183,-22.977622710812902,-47.09761073657462,faculdades
184,-22.86753620949367,-47.07381331275256,faculdades
185,-22.893266709429515,-46.982946372788476,faculdades
186,-22.751761420728496,-47.00293210832456,faculdades
187,-22.869894500788448,-46.984991148873455,faculdades
188,-22.920409804064025,-46.92901804022838,faculdades
189,-22.772418669165546,-47.02290665806469,faculdades
190,-22.86491889506196,-47.07461096059301,faculdades
191,-23.04303777531941,-47.102140540405365,faculdades
192,-22.950498836851988,-47.074970803649464,faculdades
193,-22.88280662794616,-46.849883150049955,faculdades
194,-22.946233780328132,-47.097068299962295,faculdades
195,-22.816372933872263,-47.05165065180913,faculdades
196,-23.014454702439718,-47.17066099996294,faculdades
197,-22.895763598398165,-47.06601506931812,faculdades
198,-22.757495732231302,-47.090406238570225,faculdades
199,-22.86846693372843,-46.973967643055765,faculdades
200,-22.894492981914052,-46.98987961654515,faculdades
201,-22.993113315921253,-47.16449078837543,faculdades
202,-22.80374844176878,-47.051188602684924,faculdades
203,-22.887124309007362,-47.05659312327102,faculdades
204,-22.92816768956004,-47.00530206083326,faculdades
205,-23.009679570757527,-47.168270211457056,faculdades
206,-22.93728214341805,-47.129949321453935,faculdades
207,-22.84741485501065,-47.070412210291636,faculdades
208,-22.82352041978231,-46.96246503737406,faculdades
209,-22.844511055884,-47.143998513734225,faculdades
210,-23.02820440516726,-47.141845777044885,faculdades
211,-22.82143062179796,-46.87756533167554,faculdades
212,-22.785590992686217,-47.0753958636563,faculdades
213,-22.789832637107484,-47.09928421993233,faculdades
214,-22.975091471055922,-47.08294260349976,faculdades
215,-22.86524441205193,-47.13110608281384,faculdades
216,-22.8540051290508,-47.07011990350198,faculdades
217,-22.877942405130224,-47.05859347125979,faculdades
218,-22.772892883520527,-47.03645749835261,faculdades
219,-22.920050310920903,-47.237070502510946,faculdades
220,-22.850907861818442,-47.1354966125005,faculdades
221,-23.004221922884494,-47.129275097189606,faculdades
222,-22.84495118561455,-46.888763761718515,faculdades
223,-22.771092783163965,-46.989004576669174,faculdades
224,-22.861850805803158,-46.95982763055792,faculdades
225,-22.922189335703468,-47.08145573647396,faculdades
226,-22.97976404947069,-47.07879919299278,faculdades
227,-22.96537393222372,-47.09330616794606,faculdades
228,-22.822499980437534,-47.11856865166732,faculdades
229,-22.873175827617516,-47.04136787000852,faculdades
230,-22.81800937797468,-47.154026708047645,faculdades
231,-23.05086567594768,-47.13360838355417,faculdades
232,-22.896428091072394,-46.98925061880892,faculdades
233,-22.819464616957102,-47.032979870374525,faculdades
234,-22.832673413997256,-47.05915402153532,faculdades
235,-22.79581770345051,-46.947030579941554,faculdades
236,-22.745746014011285,-47.05433096109498,faculdades
237,-22.771406264891343,-46.93083852560574,faculdades
238,-22.793445523458935,-46.96252569011502,faculdades
239,-22.83138721691137,-46.88037018162994,faculdades
240,-22.829679543081323,-47.11847058410167,faculdades
241,-22.74772829991324,-47.04216011278299,faculdades
242,-22.98485691410393,-47.19474520630801,faculdades
243,-23.039520407334443,-47.110729596550335,faculdades
244,-22.88211087350685,-46.90559878955857,faculdades
245,-22.76707975986864,-46.98104408084787,faculdades
246,-22.770823339181113,-47.01854929846115,faculdades
247,-22.806517041070272,-47.073347551773296,faculdades
248,-22.901902865466905,-46.97602089116113,faculdades
249,-22.806156787076464,-47.06651498929086,faculdades
250,-22.92133064305051,-46.92852700894829,faculdades
251,-22.981945896163154,-47.199099845870165,faculdades
252,-22.943486151201366,-47.12283266338021,faculdades
253,-22.962846009356397,-47.14597246156017,faculdades
254,-22.747573746108923,-47.04509953067478,faculdades
255,-22.748237814701152,-46.966467829093126,faculdades
256,-22.85945383736304,-47.02555994846541,faculdades
257,-22.984637475151874,-47.17060014430585,faculdades
258,-22.988018360994843,-47.16632426474863,faculdades
259,-22.80240159326739,-47.09569968039975,faculdades
260,-22.864366292841837,-46.99648045888675,faculdades
261,-22.973040879415567,-47.19088447637948,faculdades
262,-22.843682443332632,-47.00909156739156,faculdades
263,-23.03233925737351,-47.07053343277274,faculdades
264,-22.937488244493203,-47.13469146352041,faculdades
265,-22.82104777338289,-47.03281400855541,faculdades
266,-23.03431147701099,-47.15176463331182,faculdades
267,-22.778623437005372,-47.03312863352512,faculdades
268,-22.901666832638806,-46.99116417685223,faculdades
269,-22.787429868833676,-47.09669896660369,faculdades
270,-22.83612157532802,-47.00267375782574,faculdades
271,-22.79647832237072,-46.96266873332442,faculdades
272,-22.826046639009448,-46.88562638113369,faculdades
273,-22.82966254688616,-46.95331079900067,faculdades
274,-22.855843550697085,-46.92199712967944,faculdades
275,-22.784955453843455,-47.027812511163525,faculdades
276,-22.85146052834985,-47.1346699779171,faculdades
277,-22.85073274100969,-47.01378240937565,faculdades
278,-22.80856224687672,-47.013229621764644,faculdades
279,-23.0538733951967,-47.10713989076631,faculdades
280,-22.898992092663146,-46.914364245678556,faculdades
281,-22.83436890935493,-47.05437543032339,faculdades
282,-22.91972900873722,-47.05200916004592,faculdades
283,-22.83092054706665,-47.151511619801205,faculdades
284,-22.843925052723375,-47.12886425965053,faculdades
285,-22.92921966379282,-47.12845192283926,faculdades
286,-22.734544469063014,-47.07015340468309,faculdades
287,-22.844869370222245,-47.08776032680387,faculdades
288,-22.774257284227204,-47.04259343354267,faculdades
289,-22.772841360827726,-46.91169374477716,faculdades
290,-22.80856354548734,-46.97657537986248,faculdades
291,-22.755503127306365,-46.980704466391664,faculdades
292,-22.79677337481058,-47.03900693631879,faculdades
293,-23.02227275205465,-47.19275232750661,faculdades
294,-22.833615314683783,-47.06110484895644,faculdades
295,-22.9581802319141,-47.050355315529856,faculdades
296,-22.930913108009083,-47.0396901623387,faculdades
297,-22.86201557806847,-47.120924057304045,faculdades
298,-22.830489068795814,-46.87565571510535,faculdades
299,-22.855994821328345,-46.943678773924105,faculdades
300,-23.03204719001555,-47.09548322838999,faculdades
301,-22.92944247158883,-47.18950344131026,faculdades
302,-22.872798614409643,-46.949287769828445,faculdades
303,-23.00561519953157,-47.20164817328118,faculdades
304,-22.849927808312305,-46.941948288445495,faculdades
305,-22.82581505963207,-46.87097577370157,faculdades
306,-22.824146325288837,-46.900850594589,faculdades
307,-22.879421369565375,-46.894132879161134,faculdades
308,-22.88645620887274,-46.9311126607871,faculdades
309,-22.979181692291665,-47.17792780129794,faculdades
310,-22.842531823341986,-47.031813026661666,faculdades
311,-22.8768413931347,-46.9364574911672,faculdades
312,-22.975669319964897,-47.047161291426924,faculdades
313,-22.772957778374895,-46.93301991420392,faculdades
314,-22.81464481910693,-47.06318128195183,faculdades
315,-22.946370230097372,-47.086676315433174,faculdades
316,-22.77336978489862,-46.99708916399792,faculdades
317,-22.915600967666382,-46.93384461313176,faculdades
318,-22.76219145498314,-47.06480892936304,faculdades
319,-22.854397652559182,-46.9742714209889,faculdades
320,-23.001564708843357,-47.14427441422545,faculdades
321,-22.777568303390677,-47.034366353503124,faculdades
322,-22.913379988316056,-47.02464143539704,faculdades
323,-23.00692946384024,-47.07802863672204,faculdades
324,-22.84318621858587,-47.10645824895115,faculdades
325,-22.739244363581896,-47.05097256721073,faculdades
326,-22.918166575682523,-47.13945458400138,faculdades
327,-22.856330382598323,-46.94181820704337,faculdades
328,-23.005761500379148,-47.17444395241836,faculdades
329,-22.84083973679,-47.04198034056071,faculdades
330,-22.86688464991209,-46.87213978831741,faculdades
331,-22.99288039966778,-47.19847616603553,faculdades
332,-22.884873641884138,-46.842656142599694,faculdades
333,-22.95625661538651,-47.02791300928937,faculdades
334,-22.84903485035675,-46.87229208806942,faculdades
335,-22.91024776597668,-47.024305467516456,faculdades
336,-22.89892456863497,-46.95903909944625,faculdades
337,-22.83791899738644,-47.05530414492843,faculdades
338,-22.831271222601927,-46.88515092762121,faculdades
339,-22.747612855831814,-46.95197013844215,faculdades
340,-22.896159669068727,-46.98018803942912,faculdades
341,-22.772747799685735,-47.0005691839868,faculdades
342,-22.83230013602343,-46.95487587522533,faculdades
343,-22.736803172100895,-47.071200149169066,faculdades
344,-22.77213412176952,-46.90919617511931,faculdades
345,-22.87297277376684,-46.92815297194816,faculdades
346,-22.769557154464508,-47.07239427797973,faculdades
347,-22.793018980685627,-46.91786869547283,faculdades
348,-22.79634963279661,-47.05882784715054,faculdades
349,-22.953458004851484,-47.08865121166101,faculdades
350,-22.93221965197162,-47.053171258315864,faculdades
351,-22.982355248603884,-47.085721479490005,faculdades
352,-22.860877490684597,-46.95845725635569,faculdades
353,-22.85555173945155,-47.04678545117845,faculdades
354,-22.888886689146425,-47.04001675993435,faculdades
355,-23.05270527272369,-47.099529947458485,faculdades
356,-22.93499593848066,-47.07468859037076,faculdades
357,-22.86860503656826,-47.016536354007876,faculdades
358,-22.859397963616143,-46.916747704641324,faculdades
359,-22.79131260360542,-46.936922909221195,faculdades
360,-22.846261122234832,-46.85929981933941,faculdades
361,-22.94448195468728,-47.20300598673231,faculdades
362,-22.89991218871315,-47.13597601665629,faculdades
363,-22.96664242302804,-47.11418144685783,faculdades
364,-22.79461920208597,-47.01413797784328,faculdades
365,-22.82346117714828,-47.129138464560526,faculdades
366,-22.923922812249206,-47.194176019461985,faculdades
367,-22.872874517538836,-47.13606825616076,faculdades
368,-22.7415331804202,-47.03813396298777,faculdades
369,-22.793634294101977,-47.009363745378145,faculdades
370,-22.98549735049169,-47.155276020574846,faculdades
371,-22.85837678733941,-47.06942230947107,faculdades
372,-22.943884801327865,-47.14456468661363,faculdades
373,-22.788115981520672,-47.063938531178735,faculdades
374,-22.854101268666845,-47.051844922447316,faculdades
375,-22.859667228848256,-47.01088642772007,faculdades
376,-22.98421342554106,-47.078104375738974,faculdades
377,-22.863856218523985,-47.03242952324052,faculdades
378,-22.83043506416794,-47.072317285263026,faculdades
379,-22.919058942844508,-46.93714956033714,faculdades
380,-23.018592243151925,-47.20184586488772,faculdades
381,-22.82074277017703,-46.997213636908455,faculdades
382,-22.99751963321586,-47.10724286201104,faculdades
383,-22.985969899422436,-47.09359801287373,faculdades
384,-22.769038074529746,-46.96593682117006,faculdades
385,-22.884279952379007,-47.10682771395002,faculdades
386,-22.8760380141689,-46.93151780780079,faculdades
387,-22.81017725176334,-47.0968015178767,faculdades
388,-22.840472155066987,-46.90355936061554,faculdades
389,-22.92864813174104,-47.18100354425647,faculdades
390,-22.881956218535187,-46.88346046069074,faculdades
391,-22.888263806297378,-46.97771212198813,faculdades
392,-22.801590330238525,-46.94096931543741,faculdades
393,-23.04921326478173,-47.1159770195658,faculdades
394,-22.973866703188584,-47.09138025857186,faculdades
395,-22.87735973736117,-47.11494325812609,faculdades
396,-22.929423136020784,-47.053814602360944,faculdades
397,-22.861825085325734,-47.024269484035194,faculdades
398,-22.755986467632862,-47.03234468759798,faculdades
399,-23.034353617843863,-47.07289483459443,faculdades
400,-22.848419952807003,-46.89189670490478,faculdades
401,-22.754869238699413,-47.03661682809027,faculdades
402,-22.859946467695377,-46.91677940005513,faculdades
403,-22.92886488606637,-47.18361044181945,faculdades
404,-22.741470687249727,-47.0096644765198,faculdades
405,-22.740571965464913,-47.060159093206096,faculdades
406,-22.95769745612182,-47.0283845729911,faculdades
407,-22.915303412392745,-47.20117492770961,faculdades
408,-22.848468345003184,-47.15355304827702,faculdades
409,-22.855519333973866,-46.966228608288844,faculdades
410,-23.010747058991335,-47.22029515441437,faculdades
411,-22.802010800035344,-47.04837910482349,faculdades
412,-23.013992452404647,-47.19439224791966,faculdades
413,-22.96053300440674,-47.20316779219764,faculdades
414,-22.790985746173448,-46.98132183395937,faculdades
415,-22.886244130690667,-47.06292669852513,faculdades
416,-22.91189286046252,-47.16279307875264,faculdades
417,-22.939124693653707,-47.0680842263784,faculdades
418,-22.78648138789679,-46.93023901282395,faculdades
419,-22.923058004525842,-47.03908382264751,faculdades
420,-22.88349899009585,-47.15391388378615,faculdades
421,-23.057194248133676,-47.14269607199661,faculdades
422,-22.74264543397804,-47.03627505685931,faculdades
423,-23.011403139921924,-47.106680079250545,faculdades
424,-22.81642079755761,-47.04138179448187,faculdades
425,-22.936425943541607,-47.07656393737932,faculdades
426,-22.908685103399783,-46.908060974971136,faculdades
427,-22.83276228534428,-47.057956377878035,faculdades
428,-22.842317307092415,-46.860556583011686,faculdades
429,-22.84984831833264,-46.98187662981103,faculdades
430,-22.891164116789543,-46.95327325866475,faculdades
431,-22.943941230461398,-47.11882154587744,faculdades
432,-23.003415163215198,-47.20431123390944,faculdades
433,-22.84200231286772,-46.91696800842493,faculdades
434,-22.853834265146702,-47.08197301035861,faculdades
435,-22.99293150928929,-47.19439160990206,faculdades
436,-22.857038198057484,-46.912540734198686,faculdades
437,-22.847446490533137,-47.01796035429063,faculdades
438,-22.86785795614711,-46.92400060245036,faculdades
439,-22.79171629082686,-46.963520104308834,faculdades
440,-23.018691357398072,-47.10081584053668,faculdades
441,-22.937661376630512,-47.060340736370705,faculdades
442,-23.020880642778558,-47.16156428679659,faculdades
443,-22.766765311946056,-46.96812284355286,faculdades
444,-22.81054954887853,-47.048060223299416,faculdades
445,-22.781680549400246,-46.932449691921974,faculdades
446,-22.803443064617653,-46.96365677811495,faculdades
447,-22.893278656510955,-46.88403441898203,faculdades
448,-22.81793320296858,-47.01281083397657,faculdades
449,-22.86522690009833,-47.027427296948886,faculdades
450,-22.832513092661223,-46.869960203786,faculdades
451,-22.849973920681723,-46.918370742720136,faculdades
452,-23.02829181668448,-47.07353592675138,faculdades
453,-22.876933886956127,-46.93047333271506,faculdades
454,-22.813639789157495,-47.159402635967226,faculdades
455,-22.952679219932957,-47.182525723322996,faculdades
456,-22.91228262629712,-46.9352195600474,faculdades
457,-22.76700737467241,-46.99088953044415,faculdades
458,-22.93123443026577,-47.068734831726374,faculdades
459,-22.855518874972816,-47.093383704118466,faculdades
460,-22.865939165906852,-47.03924400767869,faculdades
461,-22.86866764442495,-47.00450633568831,faculdades
462,-22.87508297722994,-46.986383637953814,faculdades
463,-22.836635572140477,-46.89944363567085,faculdades
464,-23.041779757033954,-47.102554278429686,faculdades
465,-22.800637878730736,-46.941428287874025,faculdades
466,-22.799403532503362,-47.02358362094628,faculdades
467,-22.915075230438003,-47.18314509603594,faculdades
468,-22.952260531056936,-47.05950263027067,faculdades
469,-23.031803530139904,-47.15157964400379,faculdades
470,-22.8626115900331,-46.92935506378054,faculdades
471,-22.84789104722769,-47.06501295595404,faculdades
472,-22.85001176433352,-46.90778696509088,faculdades
473,-22.782409694981126,-47.08115611961432,faculdades
474,-22.87136061185876,-46.99316547664194,faculdades
475,-22.999973418006096,-47.09047460681425,faculdades
476,-22.975133526138006,-47.06138490270921,faculdades
477,-22.909103375424223,-47.0383828188503,faculdades
478,-23.01690383148442,-47.21198871274783,faculdades
479,-22.819547432380965,-47.03256142372841,faculdades
480,-22.916186841397884,-46.93201065795839,faculdades
481,-22.811766915370537,-46.963314491944296,faculdades
482,-23.04227648780143,-47.12501236941684,faculdades
483,-22.97433377969541,-47.140203373446596,faculdades
484,-22.911907735868592,-46.911644685845005,faculdades
485,-22.884458267294285,-47.069393344276776,faculdades
486,-22.741377954064916,-47.00507431312192,faculdades
487,-22.922181768192225,-47.13451715009775,faculdades
488,-22.859191404179498,-47.0959667061475,faculdades
489,-23.023339248051506,-47.181508002017836,faculdades
490,-22.98641459497968,-47.13848276569973,faculdades
491,-22.778819597191184,-47.00461929208502,faculdades
492,-22.775657815886685,-46.934898826907286,faculdades
493,-22.909065609618253,-47.03763750632244,faculdades
494,-22.77903230064407,-46.95810797180362,faculdades
495,-22.907739323906416,-47.069104291614494,faculdades
496,-22.845099560370848,-47.01143246052456,faculdades
497,-22.79349782254115,-47.04862095873462,faculdades
498,-22.994366874850144,-47.135180286974006,faculdades
499,-23.006536888354486,-47.10429015625907,faculdades
500,-22.809981981124572,-47.02267030260612,faculdades
501,-22.981939566511056,-47.05207287829665,faculdades
502,-22.88237298021004,-47.03197836621699,faculdades
503,-22.788285682422497,-47.08262867263221,faculdades
504,-22.869461247891874,-46.97296746011749,faculdades
505,-22.796316263918417,-47.07591925063796,faculdades
506,-22.757414670358788,-47.016783874431695,faculdades
507,-23.014503004890166,-47.159603218714224,faculdades
508,-22.794427430383774,-47.02878802770512,faculdades
509,-22.74013889569852,-47.06651749301357,faculdades
510,-22.734500423180588,-46.95858358808097,faculdades
511,-22.76842432859324,-47.06231993293342,faculdades
512,-22.87538323537047,-47.0192126751567,faculdades
513,-22.789294824175343,-47.01343362683056,faculdades
514,-22.82542255110098,-47.11113526698285,faculdades
515,-22.904793768905193,-46.892260713997054,faculdades
516,-22.908745383796774,-47.09238907613354,faculdades
517,-22.897143137801407,-46.88940773964577,faculdades
518,-22.94993150191239,-47.17179375527592,faculdades
519,-22.82483451771017,-46.89038760511968,faculdades
520,-23.02780731294292,-47.143268769764745,faculdades
521,-23.014084540295073,-47.09664192584836,faculdades
522,-22.911704842780566,-46.92367564421458,faculdades
523,-22.845041754485134,-46.978858566336235,faculdades
524,-22.836731974687872,-47.106495375664636,faculdades
525,-22.83076505885102,-47.02557451367635,faculdades
526,-22.959857222774858,-47.155017343867094,faculdades
527,-23.050199624910142,-47.115624064780036,faculdades
528,-22.77198438228091,-46.91623792679206,faculdades
529,-22.799459181658428,-46.95984996776481,faculdades
530,-22.83853976018844,-47.00495676259495,faculdades
531,-22.87973482283425,-47.08263706823555,faculdades
532,-22.920935097824167,-47.22863312091812,faculdades
533,-22.81090810977926,-46.89947911163386,faculdades
534,-22.819968504181375,-47.115276870497155,faculdades
535,-22.82759937050472,-47.01347473573553,faculdades
536,-23.029169483409508,-47.14239734093723,faculdades
537,-22.962537359600553,-47.11736168394754,faculdades
538,-22.839511712718235,-46.990813060025296,faculdades
539,-23.035001044519593,-47.14342579697351,faculdades
540,-22.77713306027725,-47.02178156612911,faculdades
541,-22.839048389879235,-46.88896007844823,faculdades
542,-22.76940332911848,-47.00006756488875,faculdades
543,-22.889429641749437,-47.06105241976968,faculdades
544,-22.955994180544078,-47.059253852049466,faculdades
545,-22.80429555344317,-46.987058544878394,faculdades
546,-22.764906685162465,-47.05546387398116,faculdades
547,-22.859668708664362,-46.974380436990266,faculdades
548,-22.864778884752216,-46.94360594218095,faculdades
549,-23.02661634602204,-47.08086342683146,faculdades
550,-22.89931615836295,-46.965355690210764,faculdades
551,-22.745648508046806,-46.98760752074845,faculdades
552,-22.814350210095046,-47.02833098695621,faculdades
553,-22.97676201141107,-47.09063957532517,faculdades
554,-23.01473122707346,-47.127330509746564,faculdades
555,-22.901183955049557,-47.16215658682883,faculdades
556,-22.85844349065506,-47.12566122626706,faculdades
557,-23.025354456398077,-47.1005599222114,faculdades
